## fname ../out/raw_MESA_output/profile_redgiant.data  masscut 0.95    N 8   mp 1e-07 mp_solar 1.988e+26   RKstep 6.742e+07    outer_step 6.742e+07
8 5.22655262107e+12 1.68847723749e+29
8 5.22688972495e+12 1.68804197133e+29
8 5.22722682883e+12 1.68760655072e+29
8 5.22756393271e+12 1.68717097567e+29
8 5.22790103659e+12 1.68673524614e+29
8 5.22823814048e+12 1.68629936212e+29
8 5.22857524436e+12 1.68586332361e+29
8 5.22891234824e+12 1.68542713057e+29
8 5.22924945212e+12 1.684990783e+29
8 5.229586556e+12 1.68455428087e+29
8 5.22992365988e+12 1.68411762418e+29
8 5.23026076376e+12 1.6836808129e+29
8 5.23059786764e+12 1.68324384702e+29
8 5.23093497153e+12 1.68280672652e+29
8 5.23127207541e+12 1.68236945139e+29
8 5.23160917929e+12 1.68193202161e+29
8 5.23194628317e+12 1.68149443716e+29
8 5.23228338705e+12 1.68105669803e+29
8 5.23262049093e+12 1.6806188042e+29
8 5.23295759481e+12 1.68018075566e+29
8 5.2332946987e+12 1.67974255238e+29
8 5.23363180258e+12 1.67930419436e+29
8 5.23396890646e+12 1.67886568157e+29
8 5.23430601034e+12 1.678427014e+29
8 5.23464311422e+12 1.67798819163e+29
8 5.2349802181e+12 1.67754921446e+29
8 5.23531732198e+12 1.67711008245e+29
8 5.23565442586e+12 1.6766707956e+29
8 5.23599152975e+12 1.67623135388e+29
8 5.23632863363e+12 1.67579175729e+29
8 5.23666573751e+12 1.67538277085e+29
8 5.23700284139e+12 1.67506295925e+29
8 5.23733994527e+12 1.67478650127e+29
8 5.23767704915e+12 1.67450993047e+29
8 5.23801415303e+12 1.67423324684e+29
8 5.23835125692e+12 1.67395645035e+29
8 5.2386883608e+12 1.673679541e+29
8 5.23902546468e+12 1.67340251879e+29
8 5.23936256856e+12 1.67312538368e+29
8 5.23969967244e+12 1.67284813568e+29
8 5.24003677632e+12 1.67257077477e+29
8 5.2403738802e+12 1.67229330094e+29
8 5.24071098408e+12 1.67201571417e+29
8 5.24104808797e+12 1.67173801446e+29
8 5.24138519185e+12 1.67146020179e+29
8 5.24172229573e+12 1.67118227615e+29
8 5.24205939961e+12 1.67090423753e+29
8 5.24239650349e+12 1.67062608591e+29
8 5.24273360737e+12 1.67034782128e+29
8 5.24307071125e+12 1.67006944363e+29
8 5.24340781513e+12 1.66979095295e+29
8 5.24374491902e+12 1.66951234923e+29
8 5.2440820229e+12 1.66923363245e+29
8 5.24441912678e+12 1.66895480261e+29
8 5.24475623066e+12 1.66867585968e+29
8 5.24509333454e+12 1.66839680366e+29
8 5.24543043842e+12 1.66811763453e+29
8 5.2457675423e+12 1.66783835229e+29
8 5.24610464619e+12 1.66755895691e+29
8 5.24644175007e+12 1.6672794484e+29
8 5.24677885395e+12 1.66699982673e+29
8 5.24711595783e+12 1.66672009189e+29
8 5.24745306171e+12 1.66644024388e+29
8 5.24779016559e+12 1.66616028267e+29
8 5.24812726947e+12 1.66588020826e+29
8 5.24846437335e+12 1.66560002064e+29
8 5.24880147724e+12 1.66531971978e+29
8 5.24913858112e+12 1.66503930569e+29
8 5.249475685e+12 1.66475877835e+29
8 5.24981278888e+12 1.66447813774e+29
8 5.25014989276e+12 1.66419738386e+29
8 5.25048699664e+12 1.66391651668e+29
8 5.25082410052e+12 1.66363553621e+29
8 5.25116120441e+12 1.66335444242e+29
8 5.25149830829e+12 1.66307323531e+29
8 5.25183541217e+12 1.66279191486e+29
