                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                     522                  9.8041058650441981E-001                  1.2947073376185949E+000                  4.3998901255608702E+000                 -5.5333800969621016E+000                  6.9294623319885336E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     523                  9.8039173602334795E-001                  1.2945358232981459E+000                  4.4017604577397451E+000                 -5.5269650944055089E+000                  6.9381036547226698E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     524                  9.8035194632399392E-001                  1.2941784460861447E+000                  4.4036618854331540E+000                 -5.5204169520517032E+000                  6.9469113472468296E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     525                  9.8033095190507502E-001                  1.2939923543022573E+000                  4.4049904202692822E+000                 -5.5158657432133076E+000                  6.9530405636796617E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     526                  9.8030898650102494E-001                  1.2937994331509277E+000                  4.4063558160246394E+000                 -5.5111965525480198E+000                  6.9593304296738063E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     527                  9.8028630959109686E-001                  1.2936021269781321E+000                  4.4077600612209160E+000                 -5.5064040371010323E+000                  6.9657885977006861E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     528                  9.8026255532438744E-001                  1.2933974311880472E+000                  4.4092090866397839E+000                 -5.5014687903318533E+000                  6.9724414327280702E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     529                  9.8023784164784389E-001                  1.2931865719055959E+000                  4.4114815904248150E+000                 -5.4937800087708588E+000                  6.9828227533172385E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     530                  9.8018557298179143E-001                  1.2927474522862270E+000                  4.4137994851197782E+000                 -5.4859087375270192E+000                  6.9934355365500753E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     531                  9.8015753860320254E-001                  1.2925156233564470E+000                  4.4154179219445338E+000                 -5.4804502741507344E+000                  7.0008075551334699E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     532                  9.8012874515422521E-001                  1.2922801114152671E+000                  4.4170773162914010E+000                 -5.4748705657437640E+000                  7.0083481923069506E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     533                  9.8009853073065722E-001                  1.2920357268977465E+000                  4.4187833709224371E+000                 -5.4691517504864899E+000                  7.0160820433304592E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     534                  9.8006728819169431E-001                  1.2917859063331194E+000                  4.4205380003323320E+000                 -5.4632904965542224E+000                  7.0240147457552133E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     535                  9.8003449172345480E-001                  1.2915267205384608E+000                  4.4218839808767942E+000                 -5.4587990318739692E+000                  7.0300942314638784E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     536                  9.8001752918961305E-001                  1.2913938675034040E+000                  4.4228026305426642E+000                 -5.4557469698423340E+000                  7.0342300318324966E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     537                  9.8000028226253588E-001                  1.2912596092215687E+000                  4.4242128145075759E+000                 -5.4510837333136895E+000                  7.0405566785915177E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     538                  9.7996462814081164E-001                  1.2909846364690376E+000                  4.4261214191759954E+000                 -5.4447827094085541E+000                  7.0491073701902582E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     539                  9.7992773021195823E-001                  1.2907036309511224E+000                  4.4280929528232242E+000                 -5.4383036455132094E+000                  7.0579086790314465E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     540                  9.7988863673874982E-001                  1.2904097303975344E+000                  4.4301202373996045E+000                 -5.4316721517615685E+000                  7.0669260760663484E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     541                  9.7984847098450389E-001                  1.2901117357790055E+000                  4.4316661517595426E+000                 -5.4266266485724683E+000                  7.0737890438631537E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     542                  9.7982736738105147E-001                  1.2899567316871401E+000                  4.4327227645587071E+000                 -5.4231962905096696E+000                  7.0784610226361169E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     543                  9.7980626377759894E-001                  1.2898027829131893E+000                  4.4343339726414612E+000                 -5.4179951523810841E+000                  7.0855544803625765E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     544                  9.7976250054015224E-001                  1.2894868224666791E+000                  4.4365332884778885E+000                 -5.4109158843729039E+000                  7.0952132390316063E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     545                  9.7971647504001158E-001                  1.2891591741568666E+000                  4.4382203474736119E+000                 -5.4055009697442076E+000                  7.1026038538865963E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     546                  9.7969264322239324E-001                  1.2889913343511989E+000                  4.4393729995280760E+000                 -5.4018236676997011E+000                  7.1076299630008180E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     547                  9.7966835699224619E-001                  1.2888215385062378E+000                  4.4411418245837027E+000                 -5.3962165535293796E+000                  7.1153051842678190E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     548                  9.7961819531982286E-001                  1.2884747164620443E+000                  4.4435360651322258E+000                 -5.3886552130564800E+000                  7.1256610536013021E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     549                  9.7956612113181640E-001                  1.2881200271397801E+000                  4.4453703860986460E+000                 -5.3828851336734553E+000                  7.1335684727167177E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     550                  9.7953872899353367E-001                  1.2879355722131138E+000                  4.4466366016810825E+000                 -5.3789294107237957E+000                  7.1389983133006991E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     551                  9.7951080201452267E-001                  1.2877489818856598E+000                  4.4485628955811523E+000                 -5.3729552679114141E+000                  7.1472131322762973E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     552                  9.7945385431226917E-001                  1.2873729617907244E+000                  4.4505089708852754E+000                 -5.3669299333636635E+000                  7.1554984202835445E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     553                  9.7942385411331134E-001                  1.2871772164711501E+000                  4.4518531903695502E+000                 -5.3627994595277171E+000                  7.1611886530367155E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     554                  9.7939327893511285E-001                  1.2869793390653774E+000                  4.4538969844798402E+000                 -5.3565695190335596E+000                  7.1697882064746397E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     555                  9.7933095470986287E-001                  1.2865809122939964E+000                  4.4566703483128709E+000                 -5.3481676530499307E+000                  7.1814004917354168E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     556                  9.7926534068291582E-001                  1.2861683372609671E+000                  4.4588000886291717E+000                 -5.3417564133774400E+000                  7.1902731740817352E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     557                  9.7923124130442640E-001                  1.2859566093869019E+000                  4.4602586348123854E+000                 -5.3374040854342262E+000                  7.1963098000434096E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     558                  9.7919645774034025E-001                  1.2857424721857549E+000                  4.4624996426433716E+000                 -5.3307784176069699E+000                  7.2055209622621259E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     559                  9.7912447867261365E-001                  1.2853050752185784E+000                  4.4655364441491852E+000                 -5.3218696434952166E+000                  7.2179267642546501E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     560                  9.7904962357106318E-001                  1.2848580739354041E+000                  4.4678661148564363E+000                 -5.3150910159691183E+000                  7.2273826683430311E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     561                  9.7901017104585253E-001                  1.2846255846695280E+000                  4.4694764539729324E+000                 -5.3104517398006905E+000                  7.2338701914163686E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     562                  9.7896991486079898E-001                  1.2843905008174619E+000                  4.4719278289282087E+000                 -5.3034625130982151E+000                  7.2436690254593632E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     563                  9.7888775815779527E-001                  1.2839172336909370E+000                  4.4744078248624879E+000                 -5.2964315655465493E+000                  7.2535358152645388E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     564                  9.7884436826591581E-001                  1.2836706860677736E+000                  4.4761241315462765E+000                 -5.2916177085829261E+000                  7.2603091475659234E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     565                  9.7880010256578631E-001                  1.2834215082834373E+000                  4.4787367886807390E+000                 -5.2843715572708563E+000                  7.2705331253221779E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     566                  9.7870974368892905E-001                  1.2829199833309173E+000                  4.4822903827622067E+000                 -5.2746226609539582E+000                  7.2843209216152225E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     567                  9.7861430184033005E-001                  1.2824001745014513E+000                  4.4850262943907495E+000                 -5.2672002179579085E+000                  7.2948440167857997E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     568                  9.7856459704628296E-001                  1.2821333284386145E+000                  4.4869024444273400E+000                 -5.2621713353466752E+000                  7.3019953159290125E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     569                  9.7851387851549088E-001                  1.2818636755668982E+000                  4.4897873753546387E+000                 -5.2545351249894710E+000                  7.3128890662983599E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     570                  9.7840878537993559E-001                  1.2813131130395585E+000                  4.4937033096064356E+000                 -5.2443016108209042E+000                  7.3275310505851206E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     571                  9.7829927148981144E-001                  1.2807505935129293E+000                  4.4967145681233109E+000                 -5.2365357621793089E+000                  7.3386766643690251E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     572                  9.7824135599829531E-001                  1.2804575170865808E+000                  4.4988003297995736E+000                 -5.2312282331603397E+000                  7.3463205386359407E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     573                  9.7818224530274822E-001                  1.2801614238860510E+000                  4.5019765588193108E+000                 -5.2232573275135268E+000                  7.3578419375816617E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     574                  9.7806150768379718E-001                  1.2795658009547715E+000                  4.5051954689429996E+000                 -5.2152617982240388E+000                  7.3694253138980406E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     575                  9.7799754825028662E-001                  1.2792550606053421E+000                  4.5074281585386826E+000                 -5.2097945785500697E+000                  7.3773758856477460E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     576                  9.7793221654349571E-001                  1.2789409467412525E+000                  4.5096900824535178E+000                 -5.2043115433332865E+000                  7.3853702154886474E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     577                  9.7786551067441052E-001                  1.2786235581113381E+000                  4.5119819903153653E+000                 -5.1988124156394280E+000                  7.3934092676017462E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     578                  9.7779735219667607E-001                  1.2783026316384627E+000                  4.5155074553953307E+000                 -5.1904807638886110E+000                  7.4056392347841928E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     579                  9.7765609613718951E-001                  1.2776479589649830E+000                  4.5190790881101108E+000                 -5.1821370596359682E+000                  7.4179202858465585E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     580                  9.7758231343292767E-001                  1.2773113581418467E+000                  4.5215327921516666E+000                 -5.1764921351589166E+000                  7.4262639773239361E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     581                  9.7750694368139501E-001                  1.2769711631188789E+000                  4.5240373473329489E+000                 -5.1707922092486189E+000                  7.4347132020696600E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     582                  9.7742879576430464E-001                  1.2766221979441803E+000                  4.5265959418780808E+000                 -5.1650322112283682E+000                  7.4432762210333134E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     583                  9.7734877751865634E-001                  1.2762687321825184E+000                  4.5304960411930946E+000                 -5.1563904941162271E+000                  7.4561802764952114E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     584                  9.7718525197233153E-001                  1.2755580127862076E+000                  4.5344468730795917E+000                 -5.1477404306973096E+000                  7.4691342178522024E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     585                  9.7709850585289937E-001                  1.2751870456830274E+000                  4.5371817271757084E+000                 -5.1418465126592077E+000                  7.4780000970886604E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     586                  9.7701019169684888E-001                  1.2748135044837954E+000                  4.5412768683061122E+000                 -5.1331596589458357E+000                  7.4911261972225427E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     587                  9.7683356338474758E-001                  1.2740784081430288E+000                  4.5453311782271655E+000                 -5.1246548134837635E+000                  7.5040121299657425E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     588                  9.7674395048732532E-001                  1.2737112921666462E+000                  4.5480317385555793E+000                 -5.1190746852454438E+000                  7.5125037384144200E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     589                  9.7665433758990305E-001                  1.2733479474496319E+000                  4.5520400117725384E+000                 -5.1109123781014327E+000                  7.5249776873716989E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     590                  9.7647511179505864E-001                  1.2726321255845958E+000                  4.5573357978555666E+000                 -5.1002789486089073E+000                  7.5412894410934088E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     591                  9.7629325351522633E-001                  1.2719198529809463E+000                  4.5612712193268115E+000                 -5.0924814144403125E+000                  7.5532937872650896E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     592                  9.7620232437531029E-001                  1.2715687665210447E+000                  4.5638674407519479E+000                 -5.0874044795104361E+000                  7.5611406035302684E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     593                  9.7611139523539403E-001                  1.2712209216976365E+000                  4.5677586712870042E+000                 -5.0798908376460696E+000                  7.5727980437389650E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     594                  9.7592686907976312E-001                  1.2705246277062301E+000                  4.5728856561365294E+000                 -5.0700995511461651E+000                  7.5880346005425414E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     595                  9.7574234292413220E-001                  1.2698406028967253E+000                  4.5766856292619327E+000                 -5.0629179868912884E+000                  7.5992420352476380E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     596                  9.7564872801713187E-001                  1.2694980579830886E+000                  4.5792165298805356E+000                 -5.0581881695094006E+000                  7.6066490665190134E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     597                  9.7555511311013177E-001                  1.2691584241272442E+000                  4.5829725887914217E+000                 -5.0512439871423513E+000                  7.6175606265084186E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     598                  9.7536788329613122E-001                  1.2684875945616105E+000                  4.5866886425190518E+000                 -5.0444027358729100E+000                  7.6283194603408733E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     599                  9.7527289846979781E-001                  1.2681514230061091E+000                  4.5891633997681414E+000                 -5.0398920501801783E+000                  7.6354355443756026E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     600                  9.7517791364346440E-001                  1.2678179545648118E+000                  4.5928358399145246E+000                 -5.0332622656256181E+000                  7.6459264911886207E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     601                  9.7498794399079758E-001                  1.2671588664100850E+000                  4.5976837008249625E+000                 -5.0245669471501335E+000                  7.6597088303541829E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     602                  9.7479519792281444E-001                  1.2665004118627070E+000                  4.6012828260423353E+000                 -5.0181484272836245E+000                  7.6698969586014671E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     603                  9.7469882488882298E-001                  1.2661749099811803E+000                  4.6036565500537874E+000                 -5.0139508336162510E+000                  7.6765778342351183E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     604                  9.7460245185483152E-001                  1.2658518160469001E+000                  4.6072132130665180E+000                 -5.0077122247886585E+000                  7.6865331809697546E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     605                  9.7440689239637091E-001                  1.2652033749677496E+000                  4.6118950650983441E+000                 -4.9995331101904918E+000                  7.6995970825453730E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     606                  9.7421133293791040E-001                  1.2645641954548166E+000                  4.6153620180439505E+000                 -4.9934987446411512E+000                  7.7092433933413380E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     607                  9.7411212782444445E-001                  1.2642433587839335E+000                  4.6176704716707500E+000                 -4.9895091111542484E+000                  7.7156359518564042E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     608                  9.7401292271097850E-001                  1.2639247530902964E+000                  4.6210957113873876E+000                 -4.9836294507544228E+000                  7.7250781723945936E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     609                  9.7381451248404682E-001                  1.2632940461922388E+000                  4.6256149005276681E+000                 -4.9758890519998777E+000                  7.7375133538038572E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     610                  9.7361321370813780E-001                  1.2626627148956062E+000                  4.6300802685480917E+000                 -4.9682796749965270E+000                  7.7497560308564708E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     611                  9.7341191493222901E-001                  1.2620396553743165E+000                  4.6344927081346077E+000                 -4.9607950280401338E+000                  7.7618140140401621E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     612                  9.7320768941773761E-001                  1.2614156557291598E+000                  4.6377664477342710E+000                 -4.9552442506519627E+000                  7.7707547007343658E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     613                  9.7310557666049180E-001                  1.2611066237873512E+000                  4.6399253464772778E+000                 -4.9516028128047758E+000                  7.7766304911022424E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     614                  9.7300346390324610E-001                  1.2607995193167751E+000                  4.6431596772014938E+000                 -4.9461746541931300E+000                  7.7854044415750776E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     615                  9.7279627305294758E-001                  1.2601821642865330E+000                  4.6474148127422925E+000                 -4.9390273825742899E+000                  7.7969501991865506E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     616                  9.7258908220264906E-001                  1.2595723065372413E+000                  4.6516186744685353E+000                 -4.9319819910977731E+000                  7.8083380107996287E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     617                  9.7237888701171593E-001                  1.2589609886268323E+000                  4.6557711702724891E+000                 -4.9250330766847954E+000                  7.8195735822423611E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     618                  9.7216869182078280E-001                  1.2583568433175236E+000                  4.6598731744487951E+000                 -4.9181763424556584E+000                  7.8306624966068918E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     619                  9.7195545286990415E-001                  1.2577510236322789E+000                  4.6639245646784824E+000                 -4.9114068621328997E+000                  7.8416098680719033E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     620                  9.7174221391902560E-001                  1.2571520867705681E+000                  4.6679261769873603E+000                 -4.9047207808217967E+000                  7.8524207292548978E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     621                  9.7152589137623702E-001                  1.2565512869330135E+000                  4.6708933691744887E+000                 -4.8997443561222900E+000                  7.8604544590322147E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     622                  9.7141773010484256E-001                  1.2562533861311498E+000                  4.6728499097274563E+000                 -4.8964717405386748E+000                  7.8657427060268512E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     623                  9.7130956883344832E-001                  1.2559571143309338E+000                  4.6757806148013943E+000                 -4.8915819148341937E+000                  7.8736512946667183E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     624                  9.7109012244953163E-001                  1.2553609093225260E+000                  4.6796339137152083E+000                 -4.8851212589767412E+000                  7.8840796816368393E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     625                  9.7087067606561506E-001                  1.2547710967891119E+000                  4.6834387531331183E+000                 -4.8787286179435601E+000                  7.8943889950278994E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     626                  9.7064806517281177E-001                  1.2541791099723005E+000                  4.6871949688671144E+000                 -4.8724002813970255E+000                  7.9045829927641469E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     627                  9.7042545428000859E-001                  1.2535933085964135E+000                  4.6909033260718580E+000                 -4.8661335965743726E+000                  7.9146654372206520E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     628                  9.7019963778983787E-001                  1.2530052050488862E+000                  4.6945636070597239E+000                 -4.8599252632024044E+000                  7.9246397398152597E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     629                  9.6997382129966714E-001                  1.2524231007808897E+000                  4.6981765243497389E+000                 -4.8537729672853933E+000                  7.9345093361890315E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     630                  9.6974475769873725E-001                  1.2518385814866642E+000                  4.7017418249815588E+000                 -4.8476737234789802E+000                  7.9442773314948463E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     631                  9.6951569409780702E-001                  1.2512598935566994E+000                  4.7070209847218996E+000                 -4.8386500123647824E+000                  7.9587357972847501E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     632                  9.6905098880038143E-001                  1.2501031300917567E+000                  4.7121559185906108E+000                 -4.8296720661567054E+000                  7.9730018567901242E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     633                  9.6881530473896671E-001                  1.2495250042154886E+000                  4.7155341682874292E+000                 -4.8237626689263173E+000                  7.9823929051560878E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     634                  9.6857962067755210E-001                  1.2489524203828788E+000                  4.7188666300358930E+000                 -4.8178955668101153E+000                  7.9916964691523242E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     635                  9.6834056240665967E-001                  1.2483771562344601E+000                  4.7221531820918745E+000                 -4.8120683732259586E+000                  8.0009149244744808E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     636                  9.6810150413576701E-001                  1.2478073098641476E+000                  4.7253946639948445E+000                 -4.8062796184220780E+000                  8.0100507226610969E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     637                  9.6785902842921201E-001                  1.2472347153937713E+000                  4.7285910599401886E+000                 -4.8005271979718804E+000                  8.0191060459113750E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     638                  9.6761655272265690E-001                  1.2466674261357196E+000                  4.7333219042149786E+000                 -4.7919930344107060E+000                  8.0325342388079175E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     639                  9.6712467911685496E-001                  1.2455323935499516E+000                  4.7379170593645714E+000                 -4.7834750660455212E+000                  8.0458107920449731E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     640                  9.6687523712147005E-001                  1.2449646379439223E+000                  4.7409397119496175E+000                 -4.7778547872282937E+000                  8.0545653608427745E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     641                  9.6662579512608515E-001                  1.2444019899656469E+000                  4.7439208178979104E+000                 -4.7722648567165509E+000                  8.0632496285500075E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     642                  9.6637280340416121E-001                  1.2438364336262167E+000                  4.7468606924654759E+000                 -4.7667039382740759E+000                  8.0718653057408041E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
                                     643                  9.6611981168223737E-001                  1.2432758968635875E+000                  4.7512133298339805E+000                 -4.7584429677069187E+000                  8.0846559341401711E+000                  6.7865041387349356E-001                  3.0127511122483985E-001                  2.0074474901666584E-002 
