                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      4.5000000000000001E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27 
                                star_age                                star_mass                                    log_R                                   log_LH                                  log_LHe                                 log_Teff                               luminosity                                    log_L                                    log_g                             he_core_mass                              c_core_mass                              o_core_mass                          v_wind_Km_per_s                           shock_velocity                          log_surf_cell_P                   log_surf_cell_pressure                    log_surf_cell_density                log_surf_cell_temperature                          surf_avg_logRho                              surface_c12                              surface_c13                              surface_o16                               center_c12                               center_c13                                       pp                                      cno                                 tri_alfa 
                 1.0000000000000001E-005                  4.5000000000004997E-001                  1.1298277075449121E+000                 -2.0517381293925489E+001                 -9.8999999999999986E+001                  3.5952900106402521E+000                  3.9291425442627606E+001                  1.5942977847455784E+000                  1.8314464520986926E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5355286151697922E+000                  3.5355286151697922E+000                 -7.8655118980201761E+000                  3.5952900322832901E+000                  0.0000000000000000E+000                  3.4416063779250487E-003                  0.0000000000000000E+000                  9.3604465802312291E-003                  3.4416073257059884E-003                  0.0000000000000000E+000                 -2.0517381293925489E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 2.5958682111999992E-004                  4.5000000000129792E-001                  1.1295912451283732E+000                 -2.0517382932270838E+001                 -9.8999999999999986E+001                  3.5918345124202316E+000                  3.8019190618188368E+001                  1.5800028670324193E+000                  1.8319193769329749E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5514734240645023E+000                  3.5514734240645023E+000                 -7.8460133619920942E+000                  3.5918345333288997E+000                  0.0000000000000000E+000                  3.4416030115890918E-003                  0.0000000000000000E+000                  9.3604369919727641E-003                  3.4416073257059880E-003                  0.0000000000000000E+000                 -2.0517382932270838E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 1.8668799962237360E-003                  4.5000000000933443E-001                  1.1287833627241954E+000                 -2.0517389323054033E+001                 -9.8999999999999986E+001                  3.5819203436841729E+000                  3.4572471499625777E+001                  1.5387304272798299E+000                  1.8335351417490868E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6014986778933125E+000                  3.6014986778933125E+000                 -7.7856863687814304E+000                  3.5819203624573284E+000                  0.0000000000000000E+000                  3.4415990696583893E-003                  0.0000000000000000E+000                  9.3604257642608268E-003                  3.4416073257059880E-003                  0.0000000000000000E+000                 -2.0517389323054033E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 1.1818815689988476E-002                  4.5000000005909402E-001                  1.1276893613601884E+000                 -2.0517398342232067E+001                 -9.8999999999999986E+001                  3.5723711030864873E+000                  3.1502532055878206E+001                  1.4983454621610732E+000                  1.8357231445251236E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6525866438683821E+000                  3.6525866438683821E+000                 -7.7244645027055272E+000                  3.5723711199458306E+000                  0.0000000000000000E+000                  3.4415946444575052E-003                  0.0000000000000000E+000                  9.3604131600613736E-003                  3.4416073257059884E-003                  0.0000000000000000E+000                 -2.0517398342232067E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 7.3438578398454205E-002                  4.5000000036719279E-001                  1.1271234181481715E+000                 -2.0517369091453567E+001                 -9.8999999999999986E+001                  3.5695541386113621E+000                  3.0615807449397437E+001                  1.4859457178365387E+000                  1.8368550312465031E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6678875135734255E+000                  3.6678875135734255E+000                 -7.7061178065254667E+000                  3.5695541549722765E+000                  0.0000000000000000E+000                  3.4415921637001952E-003                  0.0000000000000000E+000                  9.3604060941765276E-003                  3.4416073257059888E-003                  0.0000000000000000E+000                 -2.0517369091453567E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 4.5497190750010674E-001                  4.5000000227485948E-001                  1.1269872440960156E+000                 -2.0516999258655797E+001                 -9.8999999999999986E+001                  3.5693363884743992E+000                  3.0535312516670050E+001                  1.4848023691843737E+000                  1.8371273811919022E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6691771457810414E+000                  3.6691771457810414E+000                 -7.7045909729996822E+000                  3.5693364048072826E+000                  0.0000000000000000E+000                  3.4415916495269426E-003                  0.0000000000000000E+000                  9.3604046296684937E-003                  3.4416073257059880E-003                  0.0000000000000000E+000                 -2.0516999258655797E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 2.8173257176583335E+000                  4.5000001408662854E-001                  1.1268281833377882E+000                 -2.0514306845012051E+001                 -9.8999999999999986E+001                  3.5693452813956696E+000                  3.0515452855114031E+001                  1.4845198193530014E+000                  1.8374455141078812E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6693312357075678E+000                  3.6693312357075678E+000                 -7.7044456754117272E+000                  3.5693452977467004E+000                  0.0000000000000000E+000                  3.4415915613825424E-003                  0.0000000000000000E+000                  9.3604043786087894E-003                  3.4416073257059880E-003                  0.0000000000000000E+000                 -2.0514306845012051E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 1.7444397846610439E+001                  4.5000008722198920E-001                  1.1258806299703139E+000                 -2.0497743203908573E+001                 -9.8999999999999986E+001                  3.5694222519992804E+000                  3.0404130996919900E+001                  1.4829325950324979E+000                  1.8393406914256742E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6701258713701232E+000                  3.6701258713701232E+000                 -7.7037294828811245E+000                  3.5694222684634900E+000                  0.0000000000000000E+000                  3.4415913948641894E-003                  0.0000000000000000E+000                  9.3604039043183387E-003                  3.4416073257059884E-003                  0.0000000000000000E+000                 -2.0497743203908573E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
                 1.0801137310051506E+002                  4.5000054005686552E-001                  1.1201460688787086E+000                 -2.0397730207694867E+001                 -9.8999999999999986E+001                  3.5698847162030694E+000                  2.9738107679105973E+001                  1.4733133296644412E+000                  1.8508102506389981E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6749480425257026E+000                  3.6749480425257026E+000                 -7.6993783701833634E+000                  3.5698847333686792E+000                  0.0000000000000000E+000                  3.4415904336089942E-003                  0.0000000000000000E+000                  9.3604011663969387E-003                  3.4416059981985515E-003                  0.0000000000000000E+000                 -2.0397730207694867E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001 
