                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds 
                                     415                                     1224                  1.0000000000000000E+000                  2.0000000000000000E-002                  1.2000000000000000E+010                  7.5717514270268695E+005                  4.8161947384171845E+003                  5.7087731441245984E+000                  3.4365459188990450E+000                  1.1153781088505450E+001                  0.0000000000000000E+000                  1.5028578908247940E-051                  9.8010537271104226E-001                  5.4461104179837025E-005                  9.6491163714280213E-003                  4.0012655801368157E-003                  2.0994599496981501E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.4889104352633844E-001                  1.0409980377154063E-003                  4.3000944612491471E-001                  2.2861881596136628E-003                  3.2945580889524569E-003                  8.2879818292532943E-003                  2.0994599496976939E-003                  1.7145988190850300E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999352673707E-001                  3.4339223081910961E+000                  9.9999999007259122E-001                  3.4328873375303690E+000                  6.3784741301237111E+004                  1.1965052330239820E+006                  1.7516898548144064E+009                  5.6944236187528112E+000                  5.6944236187528068E+000                  1.9512001425099247E-024                  3.8825770714457020E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.7869779980800000E+017 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                                     logE                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  5.3612215129796270E-001                  3.6827088603555320E+000                 -7.2297712610491356E+000                  4.2571703482008463E+000                  1.2293326893551050E+001                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       2                  9.9999999999949996E-001                  5.3612210865596988E-001                  3.6827185035761381E+000                 -7.2297037805036188E+000                  4.2572474778556924E+000                  1.2293329192722609E+001                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       3                  9.9999999999899991E-001                  5.3612206602058854E-001                  3.6827353803643645E+000                 -7.2295857236237415E+000                  4.2573824218525314E+000                  1.2293333216622749E+001                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       4                  9.9999999999774991E-001                  5.3612195946105190E-001                  3.6827594948771654E+000                 -7.2294171483357221E+000                  4.2575751264736246E+000                  1.2293338966376846E+001                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002 
                                       5                  9.9999999999649980E-001                  5.3612185294279302E-001                  3.6827956730612303E+000                 -7.2291644518852394E+000                  4.2578640234584064E+000                  1.2293347592895348E+001                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999999399991E-001                  5.3612164002995932E-001                  3.6828559930680171E+000                 -7.2287437402312840E+000                  4.2583450927255040E+000                  1.2293361976875467E+001                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002 
                                       7                  9.9999999999024980E-001                  5.3612132096935516E-001                  3.6829344544593621E+000                 -7.2281976549168068E+000                  4.2589696890059514E+000                  1.2293380688587856E+001                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002 
                                       8                  9.9999999998587497E-001                  5.3612094919885556E-001                  3.6830522211560210E+000                 -7.2273802807748133E+000                  4.2599049055627791E+000                  1.2293408777192269E+001                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002 
                                       9                  9.9999999997806255E-001                  5.3612028656888211E-001                  3.6832562846929240E+000                 -7.2259705689043212E+000                  4.2615188154194801E+000                  1.2293457455751478E+001                  6.9999999829393644E-001                  2.8000000170606376E-001                  1.9999999999999796E-002 
