                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                     692                  4.7927686893140564E-001                  1.0054187924273199E+000                  5.4188608466782116E+000                 -5.0708278041810457E+000                  8.4839214296786398E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     693                  4.7910677554095854E-001                  1.0014314012658561E+000                  5.4225839066897406E+000                 -5.0645762960755762E+000                  8.4940948625383239E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     694                  4.7893578586769475E-001                  9.9736889444554788E-001                  5.4263634452328988E+000                 -5.0582216458642897E+000                  8.5044330902696004E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     695                  4.7876479619443091E-001                  9.9325066861497124E-001                  5.4292371806607074E+000                 -5.0533677035690348E+000                  8.5123165819468216E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     696                  4.7867930135779935E-001                  9.9117032544661954E-001                  5.4311631036465702E+000                 -5.0501232381312562E+000                  8.5175924603037281E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     697                  4.7859380652116779E-001                  9.8907547388247141E-001                  5.4340673124455598E+000                 -5.0452434437093032E+000                  8.5255371002651508E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     698                  4.7842281684790416E-001                  9.8484113561877096E-001                  5.4399446976046013E+000                 -5.0353858936733644E+000                  8.5416014511029168E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     699                  4.7808083750137725E-001                  9.7618663399381433E-001                  5.4460072030142479E+000                 -5.0250451878384794E+000                  8.5583418626597858E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     700                  4.7790984782811374E-001                  9.7176551103082687E-001                  5.4490761205375957E+000                 -5.0198210518354127E+000                  8.5668079362132978E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     701                  4.7782435299148235E-001                  9.6953052304435428E-001                  5.4511336511488055E+000                 -5.0163282769152877E+000                  8.5724754168973725E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     702                  4.7773885815485079E-001                  9.6727881333816534E-001                  5.4542375438481523E+000                 -5.0110737882941683E+000                  8.5810123974519463E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     703                  4.7756786848158705E-001                  9.6272385539338723E-001                  5.4584390436837049E+000                 -5.0039237014165705E+000                  8.5926064686285208E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     704                  4.7739687880832332E-001                  9.5809894272846907E-001                  5.4627003171809640E+000                 -4.9966599822469044E+000                  8.6043797095513508E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     705                  4.7722588913506003E-001                  9.5340192573924909E-001                  5.4670231801615783E+000                 -4.9892790345778355E+000                  8.6163378162740987E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     706                  4.7705489946179680E-001                  9.4863055506488392E-001                  5.4714095190180441E+000                 -4.9817771218103628E+000                  8.6284867540823100E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     707                  4.7688390978853307E-001                  9.4378247500343582E-001                  5.4758612902045263E+000                 -4.9741503430034619E+000                  8.6408327746379960E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     708                  4.7671292011526928E-001                  9.3885521654345483E-001                  5.4803805254247910E+000                 -4.9663946174633908E+000                  8.6533824345264350E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     709                  4.7654193044200543E-001                  9.3384618986850443E-001                  5.4849693395029417E+000                 -4.9585055569534138E+000                  8.6661426153399201E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     710                  4.7637094076874159E-001                  9.2875267761373870E-001                  5.4890591874102892E+000                 -4.9514471126371227E+000                  8.6775444648233311E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     711                  4.7624202936232107E-001                  9.2485526807668761E-001                  5.4917286553803049E+000                 -4.9468283429864677E+000                  8.6849991762660661E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     712                  4.7617757365911084E-001                  9.2288767833259844E-001                  5.4935171607107440E+000                 -4.9437413224100695E+000                  8.6899872481995395E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     713                  4.7611311795590061E-001                  9.2090720233069412E-001                  5.4962133489268652E+000                 -4.9390987513010609E+000                  8.6974971639146119E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     714                  4.7598420654947998E-001                  9.1690666715643920E-001                  5.4998560560594196E+000                 -4.9327961388958661E+000                  8.7076739456817371E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     715                  4.7585529514305941E-001                  9.1285254250370340E-001                  5.5035439422794941E+000                 -4.9264048984505937E+000                  8.7179888031823793E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     716                  4.7572638373663972E-001                  9.0874340798824327E-001                  5.5072781681842811E+000                 -4.9199226664279205E+000                  8.7284455363098736E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     717                  4.7559747233021998E-001                  9.0457778599539995E-001                  5.5110599475565412E+000                 -4.9133470504299508E+000                  8.7390480994937221E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     718                  4.7546856092380019E-001                  9.0035413790232977E-001                  5.5148905518328348E+000                 -4.9066755489406511E+000                  8.7498006102407064E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     719                  4.7533964951738034E-001                  8.9607086076861697E-001                  5.5178043753143688E+000                 -4.9015747317642262E+000                  8.7580062425782259E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     720                  4.7527519381417044E-001                  8.9390650521141102E-001                  5.5197575519532256E+000                 -4.8981648066274701E+000                  8.7634987897944239E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     721                  4.7521073811096060E-001                  8.9172661312078094E-001                  5.5227034542806477E+000                 -4.8930355812333310E+000                  8.7717713417508403E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     722                  4.7508182670454047E-001                  8.8731899087917177E-001                  5.5286678202261106E+000                 -4.8826695745403459E+000                  8.7885075651885689E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     723                  4.7482400389170004E-001                  8.7830435155287079E-001                  5.5348265127479195E+000                 -4.8717701230742652E+000                  8.8059807924915798E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     724                  4.7469509248527986E-001                  8.7369643533295838E-001                  5.5379457204796827E+000                 -4.8662611366703938E+000                  8.8148221987574047E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     725                  4.7463063678207018E-001                  8.7136627203802797E-001                  5.5400375082288171E+000                 -4.8625774632473071E+000                  8.8207421106833674E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     726                  4.7456618107886045E-001                  8.6901815341026545E-001                  5.5431939205253666E+000                 -4.8570350985037427E+000                  8.8296611128695428E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     727                  4.7443726967244010E-001                  8.6426652410317728E-001                  5.5474691461194228E+000                 -4.8494858888867673E+000                  8.8417842769888075E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     728                  4.7430835826601980E-001                  8.5943971211353565E-001                  5.5518128546561316E+000                 -4.8418028459080613E+000                  8.8541174484114062E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     729                  4.7417915091946727E-001                  8.5452400231825321E-001                  5.5562274475605955E+000                 -4.8339813226524821E+000                  8.8666683342888604E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     730                  4.7404994357291474E-001                  8.4952789509812499E-001                  5.5607100705605692E+000                 -4.8260263787177342E+000                  8.8794293137948515E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     731                  4.7392073622636194E-001                  8.4444876972813065E-001                  5.5652629672108835E+000                 -4.8179336136584086E+000                  8.8924074412593068E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     732                  4.7379152887980891E-001                  8.3928387542152394E-001                  5.5687367193372186E+000                 -4.8117223486296110E+000                  8.9023468911456156E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     733                  4.7372692520653226E-001                  8.3666865998659101E-001                  5.5710680740852965E+000                 -4.8075681020367540E+000                  8.9090054303174373E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     734                  4.7366232153325571E-001                  8.3403091649337480E-001                  5.5745887210382792E+000                 -4.8013159924216993E+000                  8.9190425412717982E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     735                  4.7353311418670302E-001                  8.2868568841314749E-001                  5.5781772432201109E+000                 -4.7948752190566175E+000                  8.9293393743878031E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     736                  4.7346851051342626E-001                  8.2597803461220598E-001                  5.5805861808090222E+000                 -4.7905667965670249E+000                  8.9362384582305623E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     737                  4.7340390684014960E-001                  8.2324626712979487E-001                  5.5842248271009725E+000                 -4.7840817330437195E+000                  8.9466399206160148E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     738                  4.7327469949359630E-001                  8.1770800292452128E-001                  5.5891660664735658E+000                 -4.7752174149872442E+000                  8.9608228690055576E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     739                  4.7314549214704360E-001                  8.1206804712328717E-001                  5.5929418006947955E+000                 -4.7683988335241230E+000                  8.9717057541742911E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     740                  4.7308088847376684E-001                  8.0920916805915577E-001                  5.5954773161974556E+000                 -4.7638370434969799E+000                  8.9789994387062126E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     741                  4.7301628480049013E-001                  8.0632347107676838E-001                  5.5993085280277102E+000                 -4.7569695787969231E+000                  8.9899988304385214E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     742                  4.7288707745393704E-001                  8.0046881512023071E-001                  5.6045162308436245E+000                 -4.7475690138695050E+000                  9.0050160336369114E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     743                  4.7275787010738385E-001                  7.9450074740534471E-001                  5.6084994968426747E+000                 -4.7403269479559365E+000                  9.0165541552959052E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     744                  4.7269326643410708E-001                  7.9147329164142410E-001                  5.6111754063066437E+000                 -4.7354808600675611E+000                  9.0242892343748053E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     745                  4.7262866276083049E-001                  7.8841584480228599E-001                  5.6152203476499380E+000                 -4.7281839353961344E+000                  9.0359577954076631E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     746                  4.7249945541427724E-001                  7.8220765139119952E-001                  5.6193549841590213E+000                 -4.7206299893238306E+000                  9.0479772981960203E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     747                  4.7243485174100086E-001                  7.7905667787327437E-001                  5.6221334010805810E+000                 -4.7155747121244591E+000                  9.0560367941686675E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     748                  4.7237024806772443E-001                  7.7587328048958781E-001                  5.6263345689114139E+000                 -4.7079619972359055E+000                  9.0681974033306361E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     749                  4.7224104072117146E-001                  7.6940546556677081E-001                  5.6306326675639564E+000                 -4.7000697576593202E+000                  9.0807390838511672E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     750                  4.7217643704789453E-001                  7.6612080216963396E-001                  5.6335218776407645E+000                 -4.6947873443097867E+000                  9.0891506217308269E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     751                  4.7211183337461765E-001                  7.6280097872709285E-001                  5.6378920389864566E+000                 -4.6868313217321917E+000                  9.1018453879588144E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     752                  4.7198262602806473E-001                  7.5605161355595363E-001                  5.6423673301846220E+000                 -4.6785699435428691E+000                  9.1149553044588245E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     753                  4.7191802235478786E-001                  7.5262180811936075E-001                  5.6453767333856257E+000                 -4.6730395809340397E+000                  9.1237500880517093E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     754                  4.7185341868151104E-001                  7.4915375547690832E-001                  5.6484177938612392E+000                 -4.6674437030471108E+000                  9.1326460388444985E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     755                  4.7178881500823439E-001                  7.4564662157363915E-001                  5.6514911896996978E+000                 -4.6617808100970413E+000                  9.1416454395357150E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     756                  4.7172421133495773E-001                  7.4209954530507827E-001                  5.6561425162469527E+000                 -4.6532497164423576E+000                  9.1552326539944673E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     757                  4.7159500398840526E-001                  7.3488041973707907E-001                  5.6609132015389525E+000                 -4.6443678011348508E+000                  9.1692951319344864E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     758                  4.7153040031512861E-001                  7.3120807669803567E-001                  5.6641230692181317E+000                 -4.6384206669366703E+000                  9.1787327166968620E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     759                  4.7146579664185190E-001                  7.2749205382489102E-001                  5.6673689381933352E+000                 -4.6323982088850002E+000                  9.1882863731147193E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     760                  4.7140119296857563E-001                  7.2373133604890294E-001                  5.6706516151743349E+000                 -4.6262986702031261E+000                  9.1979588938084760E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     761                  4.7133658929529937E-001                  7.1992487248213499E-001                  5.6756226063975834E+000                 -4.6171079610856145E+000                  9.2125687045691276E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     762                  4.7120738194874706E-001                  7.1216836926468263E-001                  5.6807300109906782E+000                 -4.6075114607435550E+000                  9.2277275333076076E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     763                  4.7114277827547046E-001                  7.0821799475020530E-001                  5.6841686559434192E+000                 -4.6010850229466547E+000                  9.2379054773692459E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     764                  4.7107817460219381E-001                  7.0421727501349718E-001                  5.6876486620703526E+000                 -4.5945714872203487E+000                  9.2482178350603927E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     765                  4.7101357092891738E-001                  7.0016495443842564E-001                  5.6911710595460079E+000                 -4.5879683012548913E+000                  9.2586680714799137E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     766                  4.7094896725564100E-001                  6.9605973337521621E-001                  5.6947369244221244E+000                 -4.5812727999211988E+000                  9.2692597836115365E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     767                  4.7088436358236474E-001                  6.9190026628680146E-001                  5.6983473814824812E+000                 -4.5744822054501597E+000                  9.2799967067144156E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     768                  4.7081975990908848E-001                  6.8768515974945599E-001                  5.7010924380348591E+000                 -4.5692917319343689E+000                  9.2881866918821832E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     769                  4.7078745807245037E-001                  6.8555645597216031E-001                  5.7029322191633254E+000                 -4.5658226766599270E+000                  9.2936675054334525E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     770                  4.7075515623581221E-001                  6.8341329933849948E-001                  5.7057066758998518E+000                 -4.5606058352571868E+000                  9.3019204435089868E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     771                  4.7069055256253578E-001                  6.7908252317756590E-001                  5.7113217864799353E+000                 -4.5500685020912899E+000                  9.3186087126248669E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     772                  4.7056134521598320E-001                  6.7023599264266354E-001                  5.7171125813671111E+000                 -4.5389987291746268E+000                  9.3360119519008649E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     773                  4.7049674154270654E-001                  6.6571985491643415E-001                  5.7200440742025753E+000                 -4.5334084919078137E+000                  9.3448128015133491E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     774                  4.7046443970606833E-001                  6.6343763445050996E-001                  5.7220095474725134E+000                 -4.5296724676363880E+000                  9.3507038225220871E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     775                  4.7043213786943006E-001                  6.6113887794458326E-001                  5.7249746640435317E+000                 -4.5240542639731549E+000                  9.3595766267858043E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     776                  4.7036753419615362E-001                  6.5649039189474689E-001                  5.7289878528212954E+000                 -4.5164068779263964E+000                  9.3716287918039249E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     777                  4.7030293052287714E-001                  6.5177288462905558E-001                  5.7330577621709464E+000                 -4.5086380162484776E+000                  9.3838673331032840E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     778                  4.7023832684960026E-001                  6.4698435489385864E-001                  5.7361576005944936E+000                 -4.5026854076489613E+000                  9.3932234155160348E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     779                  4.7020602501296188E-001                  6.4456305228606126E-001                  5.7382365797100707E+000                 -4.4987062114995915E+000                  9.3994874298322593E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     780                  4.7017372317632333E-001                  6.4212321136456818E-001                  5.7410319905410194E+000                 -4.4933656145110659E+000                  9.4079023119805836E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     781                  4.7011971415018167E-001                  6.3800135301306371E-001                  5.7445762262357487E+000                 -4.4865632615681630E+000                  9.4186016075972265E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     782                  4.7006570512404006E-001                  6.3382558109571741E-001                  5.7481644328912180E+000                 -4.4796647324955465E+000                  9.4294467647769160E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     783                  4.7001169609789845E-001                  6.2959453194372317E-001                  5.7517976834119313E+000                 -4.4726676476006730E+000                  9.4404416277602916E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     784                  4.6995768707175656E-001                  6.2530678884081881E-001                  5.7554771055501641E+000                 -4.4655695620032088E+000                  9.4515901896070993E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     785                  4.6990367804561478E-001                  6.2096087895016505E-001                  5.7592038859679908E+000                 -4.4583679639875351E+000                  9.4628966000594179E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     786                  4.6984966901947289E-001                  6.1655526999323307E-001                  5.7629792736993064E+000                 -4.4510602445018908E+000                  9.4743651739663033E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     787                  4.6979565999333101E-001                  6.1208836695615254E-001                  5.7668045763314009E+000                 -4.4436434927857711E+000                  9.4860004002905214E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     788                  4.6974165096718901E-001                  6.0755851067268807E-001                  5.7697152574894535E+000                 -4.4379678739473514E+000                  9.4948852679029354E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     789                  4.6971464645411820E-001                  6.0526964616640810E-001                  5.7716666268010197E+000                 -4.4341750642821935E+000                  9.5008320027167468E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     790                  4.6968764194104745E-001                  6.0296439428868132E-001                  5.7746102433724689E+000                 -4.4284719370717651E+000                  9.5097879234209000E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     791                  4.6963363291490573E-001                  5.9830337947947054E-001                  5.7785936456934905E+000                 -4.4207087080556535E+000                  9.5219519295324151E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     792                  4.6957962388876390E-001                  5.9357402071960430E-001                  5.7826327078192810E+000                 -4.4128230255810843E+000                  9.5343024823893696E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     793                  4.6952561486262206E-001                  5.8877437135565958E-001                  5.7867290035471575E+000                 -4.4048111045099727E+000                  9.5468450947791261E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     794                  4.6947160583648012E-001                  5.8390240352339373E-001                  5.7898491123362819E+000                 -4.3986707053185103E+000                  9.5564352811377322E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     795                  4.6944460132340932E-001                  5.8143890405330945E-001                  5.7919417312127282E+000                 -4.3945666891493698E+000                  9.5628557147917359E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     796                  4.6941759681033862E-001                  5.7895653021038573E-001                  5.7950997050010882E+000                 -4.3883946142152999E+000                  9.5725275520078483E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     797                  4.6936358778419685E-001                  5.7393348872499461E-001                  5.7993777825292039E+000                 -4.3799793428668661E+000                  9.5856818959528471E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     798                  4.6930957875805501E-001                  5.6883151369966789E-001                  5.8026385603047252E+000                 -4.3735231221576294E+000                  9.5957485412031911E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     799                  4.6928257424498421E-001                  5.6625048195553118E-001                  5.8048260998586567E+000                 -4.3692076111169911E+000                  9.6024890769251368E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     800                  4.6925556973191335E-001                  5.6364881445757853E-001                  5.8081281962106930E+000                 -4.3627169041676925E+000                  9.6126448655533920E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     801                  4.6920156070577157E-001                  5.5838165816410779E-001                  5.8126047021581764E+000                 -4.3538579556333072E+000                  9.6264700864761501E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     802                  4.6914755167962974E-001                  5.5302803707490222E-001                  5.8171514573827405E+000                 -4.3448415532751472E+000                  9.6405335276860011E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     803                  4.6909354265348796E-001                  5.4758520320719561E-001                  5.8206204961269119E+000                 -4.3379143340828987E+000                  9.6513096436618397E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     804                  4.6906653814041765E-001                  5.4482980587039109E-001                  5.8229486666922350E+000                 -4.3332837150527999E+000                  9.6585269809549334E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     805                  4.6903953362734713E-001                  5.4205102196115373E-001                  5.8264644553134461E+000                 -4.3263184826326615E+000                  9.6694038756625407E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     806                  4.6898552460120585E-001                  5.3642097413384349E-001                  5.8300478878339685E+000                 -4.3191312389296588E+000                  9.6805712825342844E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     807                  4.6895852008813516E-001                  5.3356971191377245E-001                  5.8324533736395372E+000                 -4.3143263916341743E+000                  9.6880516653367685E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     808                  4.6893151557506457E-001                  5.3069348314879716E-001                  5.8360867606359799E+000                 -4.3070984326277664E+000                  9.6993265094738188E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     809                  4.6887750654892324E-001                  5.2486356471212758E-001                  5.8410207774174063E+000                 -4.2972090667401419E+000                  9.7147073681872396E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     810                  4.6882349752278085E-001                  5.1892858284909704E-001                  5.8447910266713317E+000                 -4.2895947474634690E+000                  9.7265145713455077E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     811                  4.6879649300971005E-001                  5.1592104245754999E-001                  5.8473229075707991E+000                 -4.2845040240165364E+000                  9.7344251707475227E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     812                  4.6876948849663930E-001                  5.1288586083474674E-001                  5.8511487375080549E+000                 -4.2768457262514623E+000                  9.7463510519268013E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     813                  4.6871547947049746E-001                  5.0672957446476985E-001                  5.8563495390310889E+000                 -4.2663545748249225E+000                  9.7626397075804263E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
