                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                     572                  5.7583057030482776E-001                  1.5329249477913447E+000                  4.8799904354744426E+000                 -5.6629352529332415E+000                  7.3337430734759188E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     573                  5.7465148282164147E-001                  1.5301105609061127E+000                  4.8832863846620302E+000                 -5.6571835550594498E+000                  7.3429078844419990E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     574                  5.7347239533845507E-001                  1.5272785059467189E+000                  4.8866178675074075E+000                 -5.6514180989578753E+000                  7.3521183374662025E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     575                  5.7228836697901986E-001                  1.5244163488555078E+000                  4.8899848485252502E+000                 -5.6456374307457207E+000                  7.3613760763959215E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     576                  5.7110433861958465E-001                  1.5215354548352997E+000                  4.8950956502487255E+000                 -5.6369751538091215E+000                  7.3753084986688329E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     577                  5.6871650093384929E-001                  1.5156658223381592E+000                  4.9003259272157269E+000                 -5.6281421012857695E+000                  7.3895255947509559E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     578                  5.6752258209098261E-001                  1.5127008411628133E+000                  4.9038337273704986E+000                 -5.6222900160856142E+000                  7.3989844744548643E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     579                  5.6632866324811570E-001                  1.5097147965942124E+000                  4.9073837110429537E+000                 -5.6164051587156392E+000                  7.4085161697734936E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     580                  5.6512484756107761E-001                  1.5066821315725525E+000                  4.9109762326346962E+000                 -5.6104852485104395E+000                  7.4181233511777149E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     581                  5.6392103187403941E-001                  1.5036269559889843E+000                  4.9163950113235071E+000                 -5.6016543304707280E+000                  7.4325104653708145E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     582                  5.6151340049996001E-001                  1.4974458710207901E+000                  4.9219338714452929E+000                 -5.5926210394144515E+000                  7.4472160272827050E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     583                  5.6029968404688135E-001                  1.4942938967241888E+000                  4.9247364142888364E+000                 -5.5880852020313485E+000                  7.4546197285706324E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     584                  5.5969282582034208E-001                  1.4927085317778710E+000                  4.9266096603259619E+000                 -5.5850688623443832E+000                  7.4595521854504039E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     585                  5.5908596759380269E-001                  1.4911167681123092E+000                  4.9294267752290946E+000                 -5.5805551602423762E+000                  7.4669462677849312E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     586                  5.5787225114072214E-001                  1.4879135934800520E+000                  4.9332144206888273E+000                 -5.5744935601174577E+000                  7.4768779945363191E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     587                  5.5665853468764137E-001                  1.4846838483781102E+000                  4.9370450405486093E+000                 -5.5683864497734765E+000                  7.4868962179365290E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     588                  5.5543491609843265E-001                  1.4814001762444775E+000                  4.9409192852777997E+000                 -5.5622310415255338E+000                  7.4970042643306183E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     589                  5.5421129750922349E-001                  1.4780881191759561E+000                  4.9457995572724442E+000                 -5.5545248021302118E+000                  7.5096857324054520E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     590                  5.5237091916625991E-001                  1.4730512157261975E+000                  4.9502571809794933E+000                 -5.5474662925776448E+000                  7.5212853745170687E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     591                  5.5145072999477829E-001                  1.4705075366702529E+000                  4.9532400140560293E+000                 -5.5427746468970955E+000                  7.5290147891627228E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     592                  5.5053054082329655E-001                  1.4679464293873394E+000                  4.9577468596954439E+000                 -5.5357324248368247E+000                  7.5406459825371757E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     593                  5.4868026156203875E-001                  1.4627419612922345E+000                  4.9623274439714278E+000                 -5.5285372151546923E+000                  7.5525039515404551E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     594                  5.4775512193141040E-001                  1.4601121781406310E+000                  4.9653926220342601E+000                 -5.5237533378716819E+000                  7.5604076787668415E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     595                  5.4682998230078184E-001                  1.4574633493238573E+000                  4.9690027137211299E+000                 -5.5181369365464459E+000                  7.5696979252815506E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     596                  5.4558656582444054E-001                  1.4538724658148738E+000                  4.9731761450639524E+000                 -5.5116463764822612E+000                  7.5804344055366135E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     597                  5.4434314934809924E-001                  1.4502455520662261E+000                  4.9784320636964754E+000                 -5.5035117792377051E+000                  7.5939144700722911E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     598                  5.4247431526871903E-001                  1.4447239569939141E+000                  4.9832350559215932E+000                 -5.4960360371759522E+000                  7.6062726883292919E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     599                  5.4153989822902893E-001                  1.4419310909987773E+000                  4.9864496155729512E+000                 -5.4910617557451911E+000                  7.6145139882951778E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     600                  5.4060548118933893E-001                  1.4391160313748435E+000                  4.9913117072644093E+000                 -5.4835809547369854E+000                  7.6269353305421648E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     601                  5.3872428540365314E-001                  1.4333787388552961E+000                  4.9962611244688961E+000                 -5.4759029132016721E+000                  7.6396408380966969E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     602                  5.3778368751081052E-001                  1.4304748373098048E+000                  4.9995742971614590E+000                 -5.4707922158414091E+000                  7.6481165352410425E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     603                  5.3684308961796801E-001                  1.4275465114099217E+000                  5.0034766327348024E+000                 -5.4647864029119129E+000                  7.6580852433773305E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     604                  5.3557990238929820E-001                  1.4235743968834083E+000                  5.0079901731610521E+000                 -5.4578325894521988E+000                  7.6696218170290020E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     605                  5.3431671516062840E-001                  1.4195559946720913E+000                  5.0125416531410378E+000                 -5.4508241758645548E+000                  7.6812508058762772E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     606                  5.3305352793195948E-001                  1.4154899577617850E+000                  5.0171320364428960E+000                 -5.4437590493518861E+000                  7.6929754889630146E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     607                  5.3179034070329045E-001                  1.4113748850998540E+000                  5.0217803451727407E+000                 -5.4366078495953509E+000                  7.7048448327117187E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     608                  5.3051728561597045E-001                  1.4071765677226638E+000                  5.0264885255047771E+000                 -5.4293664667133088E+000                  7.7168652704278609E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     609                  5.2924423052865022E-001                  1.4029254051054103E+000                  5.0300567110280126E+000                 -5.4238605052432787E+000                  7.7259932456404865E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     610                  5.2860770298499027E-001                  1.4007796569077033E+000                  5.0324432089579370E+000                 -5.4201915874545223E+000                  7.7320849404801724E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     611                  5.2797117544133021E-001                  1.3986200845091290E+000                  5.0360346996942242E+000                 -5.4146902505221188E+000                  7.7412328141997930E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     612                  5.2669812035401042E-001                  1.3942582810763933E+000                  5.0408941704394810E+000                 -5.4072208038482250E+000                  7.7536365463400747E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     613                  5.2541521316559359E-001                  1.3898040990605267E+000                  5.0458202781828110E+000                 -5.3996486901631808E+000                  7.7662110613561053E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     614                  5.2413230597717664E-001                  1.3852891899412851E+000                  5.0495572693443531E+000                 -5.3938827120138138E+000                  7.7757717511508719E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     615                  5.2349085238296877E-001                  1.3830085354620845E+000                  5.0520576990641377E+000                 -5.3900388434672539E+000                  7.7821547062952092E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     616                  5.2284939878876080E-001                  1.3807119563354180E+000                  5.0558222522783565E+000                 -5.3842725111078407E+000                  7.7917437647086034E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     617                  5.2156649160034452E-001                  1.3760695896553898E+000                  5.0596472625273812E+000                 -5.3783678765668608E+000                  7.8015318495719024E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     618                  5.2092012144032218E-001                  1.3737056076150451E+000                  5.0622203538080335E+000                 -5.3744103879268854E+000                  7.8081017350593047E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     619                  5.2027375128029973E-001                  1.3713243605536747E+000                  5.0660953334242684E+000                 -5.3684726935590552E+000                  7.8179738144241098E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     620                  5.1898101096025506E-001                  1.3665084618105856E+000                  5.0710116325705288E+000                 -5.3609012536698053E+000                  7.8305370412828115E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     621                  5.1784526633251360E-001                  1.3622176496866376E+000                  5.0744985747923002E+000                 -5.3555169819269688E+000                  7.8394621366838955E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     622                  5.1727739401864270E-001                  1.3600508262305113E+000                  5.0768319538132269E+000                 -5.3519263750992492E+000                  7.8454225158382025E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     623                  5.1670952170477169E-001                  1.3578693255515124E+000                  5.0803453879584044E+000                 -5.3465382815148734E+000                  7.8543792823506235E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     624                  5.1557377707703378E-001                  1.3534610446914690E+000                  5.0850858316527239E+000                 -5.3392409517293808E+000                  7.8664915806470086E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     625                  5.1443803244929542E-001                  1.3489912396199146E+000                  5.0895480485157893E+000                 -5.3323633263728833E+000                  7.8779015417070832E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     626                  5.1345928351385917E-001                  1.3450885463689484E+000                  5.0937166886814262E+000                 -5.3259430357067972E+000                  7.8885560199702489E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     627                  5.1248053457842280E-001                  1.3411373867253484E+000                  5.0979258303557291E+000                 -5.3194587251709562E+000                  7.8993157376447325E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     628                  5.1150178564298776E-001                  1.3371363903431481E+000                  5.1021767056559328E+000                 -5.3129085650615799E+000                  7.9101840077238199E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     629                  5.1052303670755261E-001                  1.3330841282234722E+000                  5.1064705930255512E+000                 -5.3062906155461729E+000                  7.9211642811243994E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     630                  5.0954428777211791E-001                  1.3289791096182115E+000                  5.1108088232093785E+000                 -5.2996027685598994E+000                  7.9322601547904741E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     631                  5.0856553883668343E-001                  1.3248197792329111E+000                  5.1144788288680489E+000                 -5.2939315726482423E+000                  7.9416608762456340E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     632                  5.0790692982831920E-001                  1.3219896859908726E+000                  5.1174500762516351E+000                 -5.2893494171978332E+000                  7.9492629891533930E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     633                  5.0724832081995475E-001                  1.3191337564002310E+000                  5.1219317964347768E+000                 -5.2824674037764625E+000                  7.9607012131363639E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     634                  5.0593110280322540E-001                  1.3133415264955559E+000                  5.1272581360435527E+000                 -5.2742288510549669E+000                  7.9743549727040817E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     635                  5.0494075434737706E-001                  1.3089148476273358E+000                  5.1318786012671360E+000                 -5.2670957345147453E+000                  7.9861863069836154E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     636                  5.0395040589152851E-001                  1.3044240800646869E+000                  5.1365533909114811E+000                 -5.2598754165877253E+000                  7.9981603592860102E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     637                  5.0296005743567995E-001                  1.2998671614574504E+000                  5.1401064188412002E+000                 -5.2543655070135769E+000                  8.0072832627478228E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     638                  5.0246488320775495E-001                  1.2975634094865955E+000                  5.1424862639936482E+000                 -5.2506872770351007E+000                  8.0133817590194365E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     639                  5.0196970897982995E-001                  1.2952423049238939E+000                  5.1452863636136170E+000                 -5.2463637307640445E+000                  8.0205532265543127E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     640                  5.0130623008486186E-001                  1.2921045086692893E+000                  5.1485215086439933E+000                 -5.2413606419273737E+000                  8.0288470384205439E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     641                  5.0064275118989365E-001                  1.2889343322289568E+000                  5.1534062123117934E+000                 -5.2338410177236518E+000                  8.0413367056999068E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     642                  4.9931579339995602E-001                  1.2824928753079934E+000                  5.1583948359272327E+000                 -5.2260793472315017E+000                  8.0541747644215516E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     643                  4.9865231450498715E-001                  1.2792210588386255E+000                  5.1617436506846701E+000                 -5.2208938875992530E+000                  8.0627690632077087E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     644                  4.9798883561001828E-001                  1.2759137714960753E+000                  5.1651349327214318E+000                 -5.2156409666359469E+000                  8.0714746189197779E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     645                  4.9732050425004681E-001                  1.2725455813556275E+000                  5.1685699863416827E+000                 -5.2103179381650699E+000                  8.0802953013577596E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     646                  4.9665217289007541E-001                  1.2691396607726275E+000                  5.1737604869253389E+000                 -5.2023129187286328E+000                  8.0935866063886692E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     647                  4.9531551017013237E-001                  1.2622096822032456E+000                  5.1790724380997268E+000                 -5.1940258372608978E+000                  8.1072834967418004E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     648                  4.9464717881016207E-001                  1.2586849377282248E+000                  5.1826412757537144E+000                 -5.1884861127338606E+000                  8.1164587311121092E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     649                  4.9397884745019177E-001                  1.2551185849139930E+000                  5.1862458134965514E+000                 -5.1828886781883199E+000                  8.1257285806394286E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     650                  4.9331051609022114E-001                  1.2515095617447065E+000                  5.1898870240610542E+000                 -5.1772319484505767E+000                  8.1350956164774093E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     651                  4.9264218473025057E-001                  1.2478567659479594E+000                  5.1935758600450539E+000                 -5.1714989430560507E+000                  8.1445879213154999E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     652                  4.9197022595721313E-001                  1.2441388563877758E+000                  5.1973138832378840E+000                 -5.1656866782918325E+000                  8.1542099563401305E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     653                  4.9129826718417569E-001                  1.2403743338339639E+000                  5.2010921824055272E+000                 -5.1598089613896159E+000                  8.1639386797989442E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     654                  4.9062630841113952E-001                  1.2365619445414837E+000                  5.2049119208166763E+000                 -5.1538638439029958E+000                  8.1737771418982277E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     655                  4.8995434963810353E-001                  1.2327003851311706E+000                  5.2087846531164379E+000                 -5.1478336063304955E+000                  8.1837549760575197E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     656                  4.8927877643771372E-001                  1.2287671126549904E+000                  5.2127122132346209E+000                 -5.1417151713475970E+000                  8.1938773661618889E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     657                  4.8860320323732381E-001                  1.2247813280568893E+000                  5.2156955857221687E+000                 -5.1370518013749189E+000                  8.2015824576206171E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     658                  4.8826541663712769E-001                  1.2227683976969008E+000                  5.2176939151261568E+000                 -5.1339372204150555E+000                  8.2067348900179091E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     659                  4.8792763003693157E-001                  1.2207417724207916E+000                  5.2207057373076635E+000                 -5.1292566741308470E+000                  8.2144876032004994E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     660                  4.8725205683654155E-001                  1.2166463850423890E+000                  5.2247747405604628E+000                 -5.1229117367306767E+000                  8.2249840638487743E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     661                  4.8657648363615169E-001                  1.2124937702584588E+000                  5.2288938378374370E+000                 -5.1164867972157841E+000                  8.2356129518977053E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     662                  4.8590091043576206E-001                  1.2082822146816621E+000                  5.2330646005762516E+000                 -5.1099790445008768E+000                  8.2463784267439415E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     663                  4.8522533723537142E-001                  1.2040099308491787E+000                  5.2372886614038885E+000                 -5.1033854231582714E+000                  8.2572848374449279E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     664                  4.8454976403498062E-001                  1.1996750541197814E+000                  5.2415828440716909E+000                 -5.0966793539098783E+000                  8.2683755020981060E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     665                  4.8386939047319089E-001                  1.1952441366247237E+000                  5.2459498786090828E+000                 -5.0898555153914167E+000                  8.2796583472041849E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     666                  4.8318901691140104E-001                  1.1907456818086073E+000                  5.2503763668772274E+000                 -5.0829352349243635E+000                  8.2910986997428004E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     667                  4.8250864334961013E-001                  1.1861775094977254E+000                  5.2548642757321371E+000                 -5.0759156500822806E+000                  8.3027019056973153E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     668                  4.8182826978781934E-001                  1.1815373292771882E+000                  5.2594156658558893E+000                 -5.0687937907854836E+000                  8.3144735758867387E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     669                  4.8114789622603060E-001                  1.1768227325152700E+000                  5.2640326983625743E+000                 -5.0615664301982362E+000                  8.3264196042290290E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     670                  4.8046752266424192E-001                  1.1720311852399150E+000                  5.2687176373750217E+000                 -5.0542296094979777E+000                  8.3385461874802189E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     671                  4.7978714910245240E-001                  1.1671600257121453E+000                  5.2722889264645785E+000                 -5.0486135995367984E+000                  8.3478140075792027E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     672                  4.7944696232155731E-001                  1.1646939440944610E+000                  5.2746845523277033E+000                 -5.0448592460410753E+000                  8.3540185674488736E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     673                  4.7910677554066217E-001                  1.1622069045854333E+000                  5.2783131440813911E+000                 -5.0391920112853965E+000                  8.3633978246330969E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     674                  4.7842281684760540E-001                  1.1571411960862343E+000                  5.2820155544206573E+000                 -5.0333615794818050E+000                  8.3730155288613144E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     675                  4.7808083750107738E-001                  1.1545752726815275E+000                  5.2844998718931855E+000                 -5.0294629526286840E+000                  8.3794558744871104E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     676                  4.7773885815454936E-001                  1.1519866017227340E+000                  5.2882508092492149E+000                 -5.0235969884375091E+000                  8.3891602353844554E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     677                  4.7705489946149332E-001                  1.1467387977679349E+000                  5.2933411152302314E+000                 -5.0155992848061857E+000                  8.4023674488712192E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     678                  4.7637094076843745E-001                  1.1413947943138376E+000                  5.2978828879787807E+000                 -5.0084440450839143E+000                  8.4141717390825708E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     679                  4.7585529514275643E-001                  1.1373002941473667E+000                  5.3008499203246133E+000                 -5.0037620836804608E+000                  8.4218913920957963E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     680                  4.7559747232991650E-001                  1.1352313686378230E+000                  5.3028384336510550E+000                 -5.0006329802495388E+000                  8.4270568337990550E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     681                  4.7533964951707641E-001                  1.1331476229956203E+000                  5.3058371498512047E+000                 -4.9959273176926402E+000                  8.4348340405169395E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     682                  4.7482400389139612E-001                  1.1289345135336766E+000                  5.3098929287615526E+000                 -4.9895387976542604E+000                  8.4453773827755825E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     683                  4.7430835826571582E-001                  1.1246594154845457E+000                  5.3140078798305801E+000                 -4.9830528447715290E+000                  8.4560797986261633E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     684                  4.7379152887950166E-001                  1.1203103933524334E+000                  5.3181839852782158E+000                 -4.9764657968466741E+000                  8.4669469803473110E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     685                  4.7327469949328743E-001                  1.1158951931335537E+000                  5.3224182778974498E+000                 -4.9697820159129584E+000                  8.4779714466115426E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     686                  4.7275787010707288E-001                  1.1114117248710349E+000                  5.3267126180138655E+000                 -4.9629981697307786E+000                  8.4891583755925950E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     687                  4.7224104072085826E-001                  1.1068578007239405E+000                  5.3310689542718599E+000                 -4.9561108617881384E+000                  8.5005131967774741E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     688                  4.7172421133464343E-001                  1.1022311277491590E+000                  5.3354893269696753E+000                 -4.9491166054868359E+000                  8.5120416073238054E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     689                  4.7120738194842859E-001                  1.0975293002398854E+000                  5.3399758740081902E+000                 -4.9420118582410479E+000                  8.5237495898518851E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     690                  4.7069055256221543E-001                  1.0927497908994435E+000                  5.3433965729644948E+000                 -4.9365713911807081E+000                  8.5327003690994694E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     691                  4.7043213786910848E-001                  1.0903302885991417E+000                  5.3456915868517116E+000                 -4.9329330049729956E+000                  8.5386947009436511E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     692                  4.7017372317600170E-001                  1.0878903622876597E+000                  5.3487788194690822E+000                 -4.9280486082062245E+000                  8.5467492804139482E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
                                     693                  4.6974165096686682E-001                  1.0837639618410817E+000                  5.3526969980895176E+000                 -4.9218300344145236E+000                  8.5569922866745554E+000                  6.7865041387347869E-001                  3.0127511122485517E-001                  2.0074474901666139E-002 
