                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      1.0000000000000000E+000      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27 
                                star_age                                star_mass                                    log_R                                   log_LH                                  log_LHe                                 log_Teff                               luminosity                                    log_L                                    log_g                             he_core_mass                              c_core_mass                              o_core_mass                          v_wind_Km_per_s                           shock_velocity                          log_surf_cell_P                   log_surf_cell_pressure                    log_surf_cell_density                log_surf_cell_temperature                          surf_avg_logRho                              surface_c12                              surface_c13                              surface_o16                               center_c12                               center_c13                                       pp                                      cno                                 tri_alfa 
                 1.0000000000000000E+005                  1.0000000000000000E+000                 -4.8466464862896096E-002                 -1.3120678393689311E-001                 -4.7158293850471104E+001                  3.7515687381002376E+000                  7.2916254110940737E-001                 -1.3717565023009487E-001                  4.5348222831389169E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8420818745551415E+000                  4.8420818745551415E+000                 -6.7143666802295838E+000                  3.7521183945977414E+000                  0.0000000000000000E+000                  3.4416106108119912E-003                  0.0000000000000000E+000                  9.3604466091399986E-003                  2.9090368118297660E-003                  0.0000000000000000E+000                 -1.9623909810002257E-001                 -9.8797236548575906E-001                 -4.7158293850471104E+001 
                 2.2000000000000000E+005                  1.0000000000000000E+000                 -4.9693937757767974E-002                 -1.3293726621982380E-001                 -4.7161759032984499E+001                  3.7509665146271254E+000                  7.2104191266602524E-001                 -1.4203948991228885E-001                  4.5372772289286614E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8441463027096274E+000                  4.8441463027096274E+000                 -6.7114211866432685E+000                  3.7512423670101005E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.8986412606095552E-003                  0.0000000000000000E+000                 -1.9779610467778766E-001                 -9.9077831279336248E-001                 -4.7161759032984499E+001 
                 3.6400000000000000E+005                  1.0000000000000000E+000                 -5.0846342728228765E-002                 -1.3462794781041126E-001                 -4.7166748342504093E+001                  3.7504879389567098E+000                  7.1407100277881597E-001                 -1.4625860253487177E-001                  4.5395820388695824E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8464601048295979E+000                  4.8464601048295979E+000                 -6.7086270871139089E+000                  3.7507652576031156E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.8863924034573541E-003                  0.0000000000000000E+000                 -1.9917889403002409E-001                 -9.9438542352667592E-001                 -4.7166748342504093E+001 
                 5.3680000000000000E+005                  1.0000000000000000E+000                 -5.1926656241984594E-002                 -1.3648446909137987E-001                 -4.7173815476724862E+001                  3.7500464401877669E+000                  7.0764391307740970E-001                 -1.5018522463815515E-001                  4.5417426658970941E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8485892333182825E+000                  4.8485892333182825E+000                 -6.7060548615122881E+000                  3.7503251661690173E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.8718348531695985E-003                  0.0000000000000000E+000                 -2.0058820343928804E-001                 -9.9904313968243175E-001                 -4.7173815476724862E+001 
                 7.4415999999999988E+005                  1.0000000000000000E+000                 -5.2947938998406385E-002                 -1.3857090211076814E-001                 -4.7183045819870920E+001                  3.7496199109875490E+000                  7.0156205742487765E-001                 -1.5393390695186959E-001                  4.5437852314099381E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8505980977349505E+000                  4.8505980977349505E+000                 -6.7036178447312267E+000                  3.7498999765270375E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.8544766925186239E-003                  0.0000000000000000E+000                 -2.0207880930587438E-001                 -1.0048944798365866E+000                 -4.7183045819870920E+001 
                 9.9299199999999988E+005                  1.0000000000000000E+000                 -5.3903755524550560E-002                 -1.4078890295322258E-001                 -4.7194704781080972E+001                  3.7492081433359217E+000                  6.9583679405259635E-001                 -1.5749261061066916E-001                  4.5456968644622258E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8524823472088858E+000                  4.8524823472088858E+000                 -6.7013201627747945E+000                  3.7494894657127968E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.8340081802070206E-003                  0.0000000000000000E+000                 -2.0351713155520140E-001                 -1.0120968588349821E+000                 -4.7194704781080972E+001 
                 1.2915903999999997E+006                  1.0000000000000000E+000                 -5.4787762894077566E-002                 -1.4335081692027490E-001                 -4.7208971105282799E+001                  3.7488076278593887E+000                  6.9045807441564799E-001                 -1.6086268725585337E-001                  4.5474648792012804E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8542440701037215E+000                  4.8542440701037215E+000                 -6.6991561829883457E+000                  3.7490901052659749E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.8095815493903538E-003                  0.0000000000000000E+000                 -2.0512601641205039E-001                 -1.0208425052819619E+000                 -4.7208971105282799E+001 
                 1.6499084799999995E+006                  1.0000000000000000E+000                 -5.5588570333575164E-002                 -1.4599487368764372E-001                 -4.7226056185368648E+001                  3.7484119001916998E+000                  6.8541371004816787E-001                 -1.6404721280560350E-001                  4.5490664940802752E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8558843936803262E+000                  4.8558843936803262E+000                 -6.6971182631629667E+000                  3.7486953989481089E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399777E-003                  2.7810008202629561E-003                  0.0000000000000000E+000                 -2.0659426901720707E-001                 -1.0312583260448143E+000                 -4.7226056185368648E+001 
                 2.0798901759999995E+006                  1.0000000000000000E+000                 -5.6273862500246553E-002                 -1.4918868993854359E-001                 -4.7245979825033729E+001                  3.7480306359034512E+000                  6.8085894216359300E-001                 -1.6694285429194161E-001                  4.5504370784136183E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.8573506875961314E+000                  4.8573506875961314E+000                 -6.6952687521088077E+000                  3.7483149705211845E+000                  0.0000000000000000E+000                  3.4416106108119938E-003                  0.0000000000000000E+000                  9.3604466091399760E-003                  2.7466376549739094E-003                  0.0000000000000000E+000                 -2.0844020809012875E-001                 -1.0435625058633275E+000                 -4.7245979825033729E+001 
