                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      4.5000000000000001E-001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27 
                                star_age                                star_mass                                    log_R                                   log_LH                                  log_LHe                                 log_Teff                               luminosity                                    log_L                                    log_g                             he_core_mass                              c_core_mass                              o_core_mass                          v_wind_Km_per_s                           shock_velocity                          log_surf_cell_P                   log_surf_cell_pressure                    log_surf_cell_density                log_surf_cell_temperature                          surf_avg_logRho                              surface_c12                              surface_c13                              surface_o16                               center_c12                               center_c13                                       pp                                      cno                                 tri_alfa 
                 1.0016695759865465E+002                  1.0250086882116254E+000                 -2.0509792162947051E+000                 -8.0710461422488611E-001                 -2.8851093375831773E+000                  5.1178237830868891E+000                  2.1029019651479306E+001                  1.3228190268528952E+000                  8.5505753325907730E+000                  1.0249982292868816E+000                  1.0227841390600603E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1559575984456902E+000                  9.1559575984456902E+000                 -4.4862838815703228E+000                  5.4930355695192556E+000                  0.0000000000000000E+000                  2.3225272119698961E-003                  0.0000000000000000E+000                  6.1729987356206693E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -4.9206790346342375E+000                 -8.0713805117130499E-001                 -2.8851093375831773E+000 
                 1.3179588451343653E+002                  1.0250088463562599E+000                 -2.0501673677391339E+000                 -7.6204142772710248E-001                 -2.8764133379152614E+000                  5.1216943902805818E+000                  2.1873846128131333E+001                  1.3399251527388079E+000                  8.5489517024852439E+000                  1.0249982292868816E+000                  1.0227841390600603E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1528272836852125E+000                  9.1528272836852125E+000                 -4.4911394259634321E+000                  5.4945936743666213E+000                  0.0000000000000000E+000                  2.3225272119698943E-003                  0.0000000000000000E+000                  6.1729987356206736E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -4.8246501147101055E+000                 -7.6207902829674490E-001                 -2.8764133379152614E+000 
                 1.6846782767706182E+002                  1.0250090297159755E+000                 -2.0494747165130902E+000                 -7.1610505728877749E-001                 -2.8688503861435777E+000                  5.1224830689638372E+000                  2.2103709791756305E+001                  1.3444651699239172E+000                  8.5475664777223450E+000                  1.0249982292868813E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1501024579879378E+000                  9.1501024579879378E+000                 -4.4939392066090669E+000                  5.4946176686367414E+000                  0.0000000000000000E+000                  2.3225272119698943E-003                  0.0000000000000000E+000                  6.1729987356206736E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -4.6304519493431835E+000                 -7.1615795828729067E-001                 -2.8688503861435777E+000 
                 2.0651907589227500E+002                  1.0250092199722163E+000                 -2.0488631088729439E+000                 -6.6934419809948609E-001                 -2.8629332269868750E+000                  5.1232148334300414E+000                  2.2315953257156487E+001                  1.3486154430690240E+000                  8.5463433430532714E+000                  1.0249982292868811E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1476975045724860E+000                  9.1476975045724860E+000                 -4.4964304439725256E+000                  5.4946573019277398E+000                  0.0000000000000000E+000                  2.3225272119698956E-003                  0.0000000000000000E+000                  6.1729987356206745E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -4.3578387500722870E+000                 -6.6943318667459129E-001                 -2.8629332269868750E+000 
                 2.5305799924870337E+002                  1.0250094526668332E+000                 -2.0482308115560026E+000                 -6.1379254469157885E-001                 -2.8574760063076052E+000                  5.1236964113519026E+000                  2.2480519826683611E+001                  1.3518063493903538E+000                  8.5450788470116503E+000                  1.0249982292868813E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1452053866985743E+000                  9.1452053866985743E+000                 -4.4988590149685139E+000                  5.4945555679417417E+000                  0.0000000000000000E+000                  2.3225272119698956E-003                  0.0000000000000000E+000                  6.1729987356206753E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -4.0020556167416022E+000                 -6.1397021304211574E-001                 -2.8574760063076052E+000 
                 3.1240238425686005E+002                  1.0250097493887582E+000                 -2.0475652066117531E+000                 -5.4549704466726812E-001                 -2.8523580499305359E+000                  5.1236696913566595E+000                  2.2543984610537041E+001                  1.3530306792978786E+000                  8.5437477628436280E+000                  1.0249982292868813E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1425703717765252E+000                  9.1425703717765252E+000                 -4.5011301165661495E+000                  5.4941714460844553E+000                  0.0000000000000000E+000                  2.3225272119698935E-003                  0.0000000000000000E+000                  6.1729987356206745E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -3.5912099664220869E+000                 -5.4588812584597157E-001                 -2.8523580499305359E+000 
                 3.8275363854051608E+002                  1.0250101011450299E+000                 -2.0468788424787232E+000                 -4.6684984847342043E-001                 -2.8479782634512913E+000                  5.1240700482147759E+000                  2.2698901224086477E+001                  1.3560048349964033E+000                  8.5423751836159365E+000                  1.0249982292868811E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1398629063133132E+000                  9.1398629063133132E+000                 -4.5037010304603315E+000                  5.4939976828654222E+000                  0.0000000000000000E+000                  2.3225272119698943E-003                  0.0000000000000000E+000                  6.1729987356206771E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -3.1861682310389696E+000                 -4.6767947126407983E-001                 -2.8479782634512913E+000 
                 4.6218671705772601E+002                  1.0250104983104222E+000                 -2.0461934129699868E+000                 -3.7945206036185980E-001                 -2.8444285663879887E+000                  5.1249406160342090E+000                  2.2953978223646850E+001                  1.3608579652916113E+000                  8.5410044928765174E+000                  1.0249982292868811E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1371699644256221E+000                  9.1371699644256221E+000                 -4.5065204296012027E+000                  5.4940687081508948E+000                  0.0000000000000000E+000                  2.3225272119698952E-003                  0.0000000000000000E+000                  6.1729987356206753E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -2.8368320785835728E+000                 -3.8096967980467294E-001                 -2.8444285663879887E+000 
                 5.6627538124119837E+002                  1.0250110187537433E+000                 -2.0454827530252495E+000                 -2.6703308639431772E-001                 -2.8412152885690336E+000                  5.1245511953910619E+000                  2.2946772111570709E+001                  1.3607216026084961E+000                  8.5395833934975691E+000                  1.0249982128747734E+000                  1.0227841390600600E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.1343491327052213E+000                  9.1343491327052213E+000                 -4.5087522769099131E+000                  5.4934716256910709E+000                  0.0000000000000000E+000                  2.3225272119698904E-003                  0.0000000000000000E+000                  6.1729987356206736E-003                  3.5702998247691348E-001                  0.0000000000000000E+000                 -2.5459457721436767E+000                 -2.6932404161036227E-001                 -2.8412152885690336E+000 
